"Downloaded on",03/05/2025,"14:06:13 EST"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A%5B%22118%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22type%22%3A%22bills%22%2C%22party%22%3A%22Republican%22%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title,Sponsor,"Party of Sponsor","Date of Introduction",Committees,"Latest Action","Latest Action Date",Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,Cosponsor,"Number of Cosponsors",Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,"Number of Related Bills","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill","Related Bill Relationships Identified by","Related Bill Relationships Identified by","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Related Bill Latest Action","Latest Summary","Amends Bill","Date Offered","Date Submitted","Date Proposed","Amendment Text (Latest)","Amends Amendment"
"S. 668",https://www.congress.gov/bill/118th-congress/senate-bill/668,"118th Congress (2023-2024)","Sultana Steamboat Disaster Commemorative Coin Act of 2023","Boozman, John [Sen.-R-AR] (Introduced 03/07/2023)",Republican,03/07/2023,"Senate - Banking, Housing, and Urban Affairs","Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",03/07/2023,"Whitehouse, Sheldon [Sen.-D-RI]","Cotton, Tom [Sen.-R-AR]","Cornyn, John [Sen.-R-TX]","Tester, Jon [Sen.-D-MT]","Tillis, Thomas [Sen.-R-NC]","Blackburn, Marsha [Sen.-R-TN]","Wicker, Roger F. [Sen.-R-MS]","Kaine, Tim [Sen.-D-VA]","Warren, Elizabeth [Sen.-D-MA]","Capito, Shelley Moore [Sen.-R-WV]","Van Hollen, Chris [Sen.-D-MD]","Braun, Mike [Sen.-R-IN]","Padilla, Alex [Sen.-D-CA]","Warnock, Raphael G. [Sen.-D-GA]","Hyde-Smith, Cindy [Sen.-R-MS]","Sullivan, Dan [Sen.-R-AK]","Manchin, Joe, III [Sen.-D-WV]","Peters, Gary C. [Sen.-D-MI]","Young, Todd [Sen.-R-IN]","Budd, Ted [Sen.-R-NC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"Finance and Financial Sector",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,H.R.1388,H.R.7801,S.4059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"03/07/2023 Referred to the House Committee on Financial Services.","03/22/2024 Referred to the House Committee on Financial Services.","03/22/2024 Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Sultana Steamboat Disaster Commemorative Coin Act of 2023 </b></p> <p>This bill directs the Department of the Treasury to mint and issue not more than 100,000 $5 gold coins, 500,000 $1 silver coins, and 750,000 half-dollar clad coins emblematic of the Sultana steamboat explosion that occured on April 27, 1865, on the Mississippi River. </p> <p>All surcharges received by Treasury from the sale of such coins must be paid to the Sultana Historical Preservation Society for the purpose of establishing, operating, and maintaining a museum. </p>",,,,,,
"S. 664",https://www.congress.gov/bill/118th-congress/senate-bill/664,"118th Congress (2023-2024)","A bill to ensure that Social Security beneficiaries receive regular statements from the Social Security Administration, and for other purposes.","Cassidy, Bill [Sen.-R-LA] (Introduced 03/06/2023)",Republican,03/06/2023,"Senate - Finance","Read twice and referred to the Committee on Finance.",03/06/2023,"Collins, Susan M. [Sen.-R-ME]","Coons, Christopher A. [Sen.-D-DE]","Kaine, Tim [Sen.-D-VA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Social Welfare","Social security and elderly assistance","Government information and archives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>This bill requires the Social Security Administration (SSA) to mail paper copies of Social Security statements to each individual with a Social Security number at particular times and intervals.</p> <p>The SSA must mail the statements whenever an individual enters the workforce or starts a new job.</p> <p>In addition, the SSA must mail the statements periodically throughout an individual's life. From age 25 to 54, the SSA must mail the statements at least once every five years. From age 55 to 59, the SSA must mail the statements at least once every two years. After age 60, the SSA must mail the statements annually.</p> <p>An individual may opt out of receiving the paper statements.</p>",,,,,,
"S. 659",https://www.congress.gov/bill/118th-congress/senate-bill/659,"118th Congress (2023-2024)","Administrative False Claims Act of 2023","Grassley, Chuck [Sen.-R-IA] (Introduced 03/06/2023)",Republican,03/06/2023,"Senate - Judiciary","Held at the desk.",04/06/2023,"Peters, Gary C. [Sen.-D-MI]","Durbin, Richard J. [Sen.-D-IL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Government Operations and Politics","Government liability","Fraud offenses and financial crimes","Criminal investigation, prosecution, interrogation","Administrative remedies","Government studies and investigations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,S.4089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"04/09/2024 Read twice and referred to the Committee on the Judiciary.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong>Adminitrative False Claims Act of 2023</strong></p> <p>This bill modifies provisions regarding fraud committed against the federal government.</p> <p>Specifically, the bill raises the maximum amount of a fraud claim that may be handled administratively from $150,000 to $1 million and allows the government to recoup costs for investigating and prosecuting these frauds.</p>",,,,,,
"S. 656",https://www.congress.gov/bill/118th-congress/senate-bill/656,"118th Congress (2023-2024)","Veteran Improvement Commercial Driver License Act of 2023","Fischer, Deb [Sen.-R-NE] (Introduced 03/06/2023)",Republican,03/06/2023,"Senate - Veterans' Affairs","Became Public Law No: 118-95.",10/01/2024,"Peters, Gary C. [Sen.-D-MI]","Collins, Susan M. [Sen.-R-ME]","Padilla, Alex [Sen.-D-CA]","King, Angus S., Jr. [Sen.-I-ME]","Blackburn, Marsha [Sen.-R-TN]","Tester, Jon [Sen.-D-MT]","Ricketts, Pete [Sen.-R-NE]","Warnock, Raphael G. [Sen.-D-GA]","Baldwin, Tammy [Sen.-D-WI]","Tuberville, Tommy [Sen.-R-AL]","Britt, Katie Boyd [Sen.-R-AL]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"Armed Forces and National Security","Licensing and registrations","Motor carriers","Veterans' education, employment, rehabilitation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.2830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"11/15/2023 Forwarded by Subcommittee to Full Committee by Voice Vote.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><strong>Veteran Improvement Commercial Driver License Act of 2023</strong></p><p>This act authorizes approval of certain commercial driver education programs for purposes of Department of Veterans Affairs (VA) educational assistance if the programs meet specified requirements. Under current law, the VA may not approve enrollment of a veteran in courses for programs that do not lead to a standard degree that are offered at a new branch (i.e., a branch that has been operating for less than 2 years) of an educational institution.</p><p>Under the bill, a commercial driver education program offered at a new branch of an educational institution may be approved if it is appropriately licensed and uses the same curriculum as a commercial driver education program offered by the educational institution at another location that is already approved for purposes of VA educational assistance.</p><p>The educational institution must submit a report demonstrating the curriculum at the new branch is the same as the curriculum at the primary location in order to be exempt from the current prohibition against course approval at new branches.</p>",,,,,,
"S. 655",https://www.congress.gov/bill/118th-congress/senate-bill/655,"118th Congress (2023-2024)","Chronic Disease Management Act of 2023","Thune, John [Sen.-R-SD] (Introduced 03/06/2023)",Republican,03/06/2023,"Senate - Finance","Read twice and referred to the Committee on Finance. (text: CR S656)",03/06/2023,"Budd, Ted [Sen.-R-NC]","Carper, Thomas R. [Sen.-D-DE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Taxation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Chronic Disease Management Act of 2023</b></p> <p> This bill modifies requirements for health savings accounts (HSAs) to permit the high deductible health plans required for an HSA to provide care for chronic conditions with no deductible. The bill covers any preventive care service or item used to treat a chronic condition if (1) such service or item is low-cost, (2) there is medical evidence of the effectiveness of such service or item, and (3) there is a strong likelihood that the use of such service or item will prevent the exacerbation of the chronic condition or the development of a secondary condition that requires significantly higher cost treatment. The bill further provides that an individual who has been prescribed preventive care for any chronic condition may be presumed to have been diagnosed with such condition if such preventive care is customarily prescribed for such condition.</p>",,,,,,
"S. 652",https://www.congress.gov/bill/118th-congress/senate-bill/652,"118th Congress (2023-2024)","Safe Step Act","Murkowski, Lisa [Sen.-R-AK] (Introduced 03/02/2023)",Republican,03/02/2023,"Senate - Health, Education, Labor, and Pensions","Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",03/02/2023,"Wyden, Ron [Sen.-D-OR]","Warren, Elizabeth [Sen.-D-MA]","Whitehouse, Sheldon [Sen.-D-RI]","Tester, Jon [Sen.-D-MT]","Welch, Peter [Sen.-D-VT]","Warner, Mark R. [Sen.-D-VA]","Duckworth, Tammy [Sen.-D-IL]","Murphy, Christopher [Sen.-D-CT]","Collins, Susan M. [Sen.-R-ME]","Casey, Robert P., Jr. [Sen.-D-PA]","Wicker, Roger F. [Sen.-R-MS]","Merkley, Jeff [Sen.-D-OR]","Gillibrand, Kirsten E. [Sen.-D-NY]","Blumenthal, Richard [Sen.-D-CT]","Kaine, Tim [Sen.-D-VA]","Capito, Shelley Moore [Sen.-R-WV]","Tillis, Thomas [Sen.-R-NC]","Cortez Masto, Catherine [Sen.-D-NV]","Hassan, Margaret Wood [Sen.-D-NH]","Smith, Tina [Sen.-D-MN]","Hyde-Smith, Cindy [Sen.-R-MS]","Cramer, Kevin [Sen.-R-ND]","Rosen, Jacky [Sen.-D-NV]","Sinema, Kyrsten [Sen.-I-AZ]","Lummis, Cynthia M. [Sen.-R-WY]","Marshall, Roger [Sen.-R-KS]","Boozman, John [Sen.-R-AR]","Warnock, Raphael G. [Sen.-D-GA]","Booker, Cory A. [Sen.-D-NJ]","Stabenow, Debbie [Sen.-D-MI]","Heinrich, Martin [Sen.-D-NM]","King, Angus S., Jr. [Sen.-I-ME]","Kelly, Mark [Sen.-D-AZ]","Bennet, Michael F. [Sen.-D-CO]","Moran, Jerry [Sen.-R-KS]","Ossoff, Jon [Sen.-D-GA]","Van Hollen, Chris [Sen.-D-MD]","Shaheen, Jeanne [Sen.-D-NH]","Peters, Gary C. [Sen.-D-MI]","Budd, Ted [Sen.-R-NC]","Manchin, Joe, III [Sen.-D-WV]","Sullivan, Dan [Sen.-R-AK]","Fetterman, John [Sen.-D-PA]","Hirono, Mazie K. [Sen.-D-HI]","Padilla, Alex [Sen.-D-CA]","Hickenlooper, John W. [Sen.-D-CO]","Coons, Christopher A. [Sen.-D-DE]","Fischer, Deb [Sen.-R-NE]",,,,,,,,,,,,,,,,,,,,,,,,,48,Health,"Health care coverage and access","Prescription drugs","Employee benefits and pensions","Drug therapy","Health care costs and insurance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,H.R.2630,S.1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"04/13/2023 Referred to the House Committee on Education and the Workforce.","06/22/2023 Placed on Senate Legislative Calendar under General Orders. Calendar No. 113.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><strong></strong><b>Safe Step Act</b></p> <p>This bill requires a group health plan to establish an exception to medication step-therapy protocol in specified cases. A medication step-therapy protocol establishes a specific sequence in which prescription drugs are covered by a group health plan or a health insurance issuer.&nbsp; </p> <p>A request for such an exception to the protocol must be granted if (1) an otherwise required treatment has been ineffective, (2) such treatment is expected to be ineffective and delaying effective treatment would lead to irreversible consequences, (3) such treatment will cause or is likely to cause an adverse reaction to the individual, (4) such treatment is&nbsp;expected to prevent the individual from performing&nbsp;daily activities or occupational responsibilities, (5) the individual is&nbsp;stable based on the prescription drugs already selected, or (6) there are other circumstances as determined by the Employee Benefits Security Administration.</p> <p>The bill requires&nbsp;a group&nbsp;health plan to implement and make readily available a clear process for an individual&nbsp;to request an exception to the protocol, including required information and criteria for granting an exception. The bill further specifies timelines under which plans must respond to such requests.</p>",,,,,,
"S. 651",https://www.congress.gov/bill/118th-congress/senate-bill/651,"118th Congress (2023-2024)","Special Inspector General for Ukraine Assistance Act","Hawley, Josh [Sen.-R-MO] (Introduced 03/02/2023)",Republican,03/02/2023,"Senate - Foreign Relations","Read twice and referred to the Committee on Foreign Relations.",03/02/2023,"Braun, Mike [Sen.-R-IN]","Vance, J. D. [Sen.-R-OH]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"International Affairs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,H.R.855,S.541,H.R.2445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"02/06/2023 Referred to the Committee on Foreign Affairs, and in addition to the Committees on Armed Services, and Oversight and Accountability, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.","02/28/2023 Read twice and referred to the Committee on Homeland Security and Governmental Affairs.","03/30/2023 Referred to the Committee on Foreign Affairs, and in addition to the Committees on Oversight and Accountability, and Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Special Inspector General for Ukraine Assistance Act</b></p> <p>This bill establishes the Office of the Special Inspector General for Ukraine Assistance, led by the Special Inspector General for Ukraine Assistance. The Special Inspector General shall be appointed by the President with the advice and consent of the Senate.</p> <p>The duties of the office include</p> <ul> <li>conducting, supervising, and coordinating audits and investigations of the amounts appropriated or otherwise made available for the military and nonmilitary support of Ukraine, and of the programs, operations, and contracts carried out utilizing such funds; </li> <li>establishing, maintaining, and overseeing such systems, procedures, and controls as the office considers appropriate for such audits and investigations; and </li> <li>coordinating with the Inspectors General of the Department of Defense (DOD), the Department of State, and the U.S. Agency for International Development. </li></ul> <p>Whenever information or assistance requested by the office is unreasonably refused or not provided, the office shall report the circumstances to the State Department or DOD and to Congress without delay.</p> <p>The office shall submit a report to Congress on a quarterly basis. </p>",,,,,,
"S. 650",https://www.congress.gov/bill/118th-congress/senate-bill/650,"118th Congress (2023-2024)","A bill to amend the Communications Act of 1934 to extend the authority of the Federal Communications Commission to grant a license or construction permit through a system of competitive bidding.","Rounds, Mike [Sen.-R-SD] (Introduced 03/02/2023)",Republican,03/02/2023,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",03/02/2023,"Hirono, Mazie K. [Sen.-D-HI]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Science, Technology, Communications","Licensing and registrations","Radio spectrum allocation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,H.R.1108,H.R.3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"03/03/2023 Referred to the Subcommittee on Communications and Technology.","05/17/2023 Forwarded by Subcommittee to Full Committee by Voice Vote .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p>This bill extends through September 30, 2023, the authority of the Federal Communications Commission to conduct auctions for electromagnetic spectrum licenses. (The authority currently expires on March 9, 2023.)</p>",,,,,,
"S. 649",https://www.congress.gov/bill/118th-congress/senate-bill/649,"118th Congress (2023-2024)","Hydrogen Infrastructure Finance and Innovation Act","Cornyn, John [Sen.-R-TX] (Introduced 03/02/2023)",Republican,03/02/2023,"Senate - Energy and Natural Resources","Read twice and referred to the Committee on Energy and Natural Resources.",03/02/2023,"Capito, Shelley Moore [Sen.-R-WV]","Ossoff, Jon [Sen.-D-GA]","Cassidy, Bill [Sen.-R-LA]","Heinrich, Martin [Sen.-D-NM]","Coons, Christopher A. [Sen.-D-DE]","Murkowski, Lisa [Sen.-R-AK]","Kelly, Mark [Sen.-D-AZ]","Lujan, Ben Ray [Sen.-D-NM]","Graham, Lindsey [Sen.-R-SC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Energy,"Government studies and investigations","Transportation programs funding","Research and development",Pipelines,"Alternative and renewable resources","Business records","Climate change and greenhouse gases","Economic performance and conditions","Energy research","Energy storage, supplies, demand","Environmental assessment, monitoring, research","Government lending and loan guarantees","Infrastructure development","Interest, dividends, interest rates","Motor carriers","Oil and gas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"02/02/2024 Referred to the Subcommittee on Energy, Climate and Grid Security.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Hydrogen Infrastructure Finance and Innovation Act</b></p> <p>This bill requires the Department of Energy (DOE) to establish a hydrogen infrastructure finance and innovation pilot program. Under the program, DOE must provide grants and low-interest loans to certain entities for hydrogen infrastructure, including projects for hydrogen transportation, storage, or delivery.</p>",,,,,,
"S. 647",https://www.congress.gov/bill/118th-congress/senate-bill/647,"118th Congress (2023-2024)","Hydrogen for Ports Act of 2023","Cornyn, John [Sen.-R-TX] (Introduced 03/02/2023)",Republican,03/02/2023,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",03/02/2023,"Ossoff, Jon [Sen.-D-GA]","Murkowski, Lisa [Sen.-R-AK]","Coons, Christopher A. [Sen.-D-DE]","Heinrich, Martin [Sen.-D-NM]","Cassidy, Bill [Sen.-R-LA]","Hickenlooper, John W. [Sen.-D-CO]","Lujan, Ben Ray [Sen.-D-NM]","Graham, Lindsey [Sen.-R-SC]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.6872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"01/02/2024 Referred to the Subcommittee on Coast Guard and Maritime Transportation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Hydrogen for Ports Act of 2023</b></p> <p>This bill supports infrastructure for hydrogen-derived fuels, including ammonia, at ports and in the shipping industry. Specifically, the Department of Transportation must establish a program that awards grants to states, local governments, tribal governments, and other eligible entities for infrastructure that supports such fuels at ports and in the shipping industry.</p>",,,,,,
"S. 645",https://www.congress.gov/bill/118th-congress/senate-bill/645,"118th Congress (2023-2024)","Fighting Post-Traumatic Stress Disorder Act of 2023","Grassley, Chuck [Sen.-R-IA] (Introduced 03/02/2023)",Republican,03/02/2023,,"Held at the desk.",03/07/2023,"Feinstein, Dianne [Sen.-D-CA]","Brown, Sherrod [Sen.-D-OH]","Coons, Christopher A. [Sen.-D-DE]","Blumenthal, Richard [Sen.-D-CT]","Ernst, Joni [Sen.-R-IA]","Hassan, Margaret Wood [Sen.-D-NH]","Kennedy, John [Sen.-R-LA]","Young, Todd [Sen.-R-IN]","Blackburn, Marsha [Sen.-R-TN]","Hawley, Josh [Sen.-R-MO]","Ossoff, Jon [Sen.-D-GA]","Warnock, Raphael G. [Sen.-D-GA]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"Law enforcement officers","Mental health","Law enforcement administration and funding","Health promotion and preventive care","Government information and archives","Neurological disorders","Congressional oversight","First responders and emergency personnel","Crime and Law Enforcement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,H.R.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRS,,"01/24/2023 Referred to the House Committee on the Judiciary.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," <p><b>Fighting Post-Traumatic Stress Disorder Act of 2023 </b></p> <p>This bill requires the Office of Community Oriented Policing Services within the Department of Justice to report on one or more proposed programs to make treatment or preventative care available to public safety officers and public safety telecommunicators for job-related post-traumatic stress disorder or acute stress disorder.</p> <p>The report must also include draft legislative language related to each proposed program, as well as the estimated cost for administering each proposed program.</p>",,,,,,
